"SINNO ID","use_sectors","Innovation name in Swedish","Description in Swedish","Additional Info"
9569001,"181","Texvac-metoden","Metod för vacuumförpackning av skrymmande textilier som minskar volymen ger bättre produktskydd och minskar risken för rynkor och veck på plaggen. Förpackningsmaerialet är en plasfilm med låg ångpermeabilitet. Inpackningsmaskinen kränger filmen över plagge under en uppåtgående rörelse of för det in i vacuumkammaren där förpackningen förvandlas till en platt styv och lätthanterlig enhet.","Reducera volymen; undvika veck i textilierna"
9570001,"172","","Vävmaskin med två skilda vävbanor där ett och samma spjut växelvis för in väft i de båda skälen.",""
9571001,"17","","Datastyrd maskin som quiltar med hjälp av ultraljud.","Produktionshastighet; hög slitstyrka i produkten"
9572001,"181","","Numeriskt styrd laserskärmaskin som anpassas till ett koordinatbord för tillskärning av modellpapp.","Snabbhet"
9573001,"172","","Tillsatsaggregat för rotorspinnmaskiner.","Vävbredd; hög effektivitet."
9576001,"172","Väv-Kalle","Kasettvävstol som består av en grundstomme med trampanordning. På stommen läggs en kassett som innehåler varpbom, träckbom, lättmetallskaft med stålsolv, skedlag, bröstbom och tygbom. Om man har tre kasetter innebär det att man kan göra undervisning i tre pass om dagen på samma yta som man tidigare körde ett. ",""
9579001,"17549","","Brodérmaskin med en avancerad transportmekanism som gör att fyllningen av exempelvis en bokstav blir riktig. Maskinen är välanpassad till både seriemässig och ateljéverksamhet tack vare enkel programmering via tangentbord.","Stygnhastighet; riktighet (i fyllning av exempelvis bokstäver)standardisering"
9581001,"181","","Pressmaskin som innebär att överblocket förskjuts bakåt så att underblocket friläggs helt samtidigt som värmekällan avlägsnas från pressaren.",""
9585001,"1823","","Ultraljudssvetsning av knapp direkt i skjorta. Skjortan blir genom processen färdigknäppt, varför detta moment sparas in. Ena framstycket fixeras i ett bestämt läge. Över detta läggs det andra framstycket med färdigtränsade knapphål. En tryckplatta trycker knappen genom knapphålet mot undertyget samtidigt som en ultraljudssvets går genom knappen som smälter fast i undertyget.",""
9586001,"176","Laser-Kryss","Laserskärmaskin för exakt mönsteranpasad tillskärning avsett för rutiga och randiga trikåtyger. Laserstrålen markerar ett skarpt och tydligt ljuskryss i rät vinkel. Med hjälp av ljusmarkeringen läggs tyget exakt trådrätt.","Ger exakt mönsteranpassad tlilskärning"
9587001,"182","","Ny rundstickmaskin med en mikrodator som kontrollerar nålarna individuelt såväl i cylinder som ribbskiva vilket bl a gör det möjligt att välja alla kombinationer av masktransfereringar mellan cylinder och ribbskiva.","Fler mönstringsmöjligheter."
9595001,"18210","","Golvmonterat produktionslinje som innebär effektivitetsökning, snabba genomloppstider samt möjlighet till att producera korta serier utan effektivitetsförluster.","Snabba genomloppstider; möjlighet till arbetsväxling; ökat arbetsinnehåll; ökad grad av självbestämmande för textilarbetarna"
9600001,"17403","Nobic Systems","System av långsträckta rullbara bärelement för stödelement till utomhusmarkiser till restauranger, stegar för räddningsflottar och utrymning av byggnader samt rullbara bårar.",""
9610001,"18210","","Fluorkarbonbehandlad cambricväv för användning i operationsrockar. Fluorkarbonerna har en låg ytspänning vilket gör att vätskor inte väter materialet, samtidigt som materialet har god ånggenomsläpplighet.","Låg ytspänning; hög ånggenomsläpplighet."
9614001,"18221","","Laserskärmaskin för kostymskärning som styrs med styrdata.",""
9720001,"20101","","System för avskiljning av metallföremål vid pneumatisk flistransport. Systemet fungerar så att en i en transportledning inbyggd spole indikerar metallföremål som passerar. Den ger då en impuls som dels stoppar materialtillförseln till systemet och dels öppnar en ventil som släpper ut det indikerade föremålet ur ledningen.",""
9722001,"01410","Gödjord","Material som kan ersätta matjord i gräsmattor, rabatter, parkanläggningar, idrotsplaner m.m. som är fritt från rotogräs, klumpar och sten. Materialet  består av sand och rötslam. ","Fuktighet, ökad mikrobaktivitet"
9734001,"13100","","System för automatisk styrning av förarlösa truckar. Systemet är uppbyggt kring en fast sändare som mäter en i marken nergrävd styrslinga med högfrekvent växelström. Det magnetfält som då alstras uppfattas av två antenner monterade på fordonet. Minskar avståndet till den ena antennen medför detta en starkare signal och fordonet svänger.","Teknologi för automatisk styrning av förarlösa icke spårbundna fordonAutomatisering"
9740001,"02029","Sonoforce","Produkt som genom att låta ljudet från en 'tyfon' aktivera den inblåsta luften undviker valvbildningar hos bulkmaterial och erhåller ett jämnare flöde vid lastning och lossning. ","Kräver mindre utrymme och ger större last."
9789001,"20","","Ett brandsläckningssystem, en kolsyreanläggning, dimensionerad för att kunna släcka brand i motorrum och hydraulutrymmen. När brand uppstår utlöses en termokontakt som i sin tur utlöser en röd blinksignal i förarhytten. ","Bränder i processorer och andra stora skogsmaskiner medför ofta totalförstörelse och kan orsaka skogsbränder."
9937001,"02","Mobeel","Programvara som möjliggör lagring av data som skickas från skogsmaskinförare till mobiltelefoner. Datan skickas till central terminal så fort det finns täckning inom GSM-nätet. ","Utvecklat på uppdrag."
9948001,"01","","Skräddarsydd datalösning för Svenska Lantmännens logistik av djurfoder. Komponenterna består av Silo on Line, Logicenter, Logibulk och Logiserver. ","Sparar tid."
10086001,"01","Tryckaren","Anordning för utgödsling i stall. Tryckaren är patenterad och består av en drivenhet, tryckstation, transportör, gödselskrapor och hydraulcylinder.",""
10107001,"02","","Rotator för vridning av hängande kranlaster. Den nya rotatorn kännetecknas av enkel konstruktion, högt vridmoment, låg vikt och lågt pris. Eftersom den har konstruerats för att klara laster på upp till 8000 kg bör den enligt uppgift inte bara bli intressant för skogsindustrin utan även för bygg- och transportsektorerna samt för den tyngre verkstadsindustrin.","Högt vridmoment, klarar tung last."
10148001,"02021","","Station för inmätning av timmer. Mätningen av timmer kan nu utföras i uppvärmd lokal med rätt belysning. Stor vikt har lagts vid den ergonomiska utformningen av arbetsplatsen. Stationen kännetecknas av en ombonad arbetsmiljö. Bländfri belysning, låg bullernivå och rätt arbetshöjd på mätbordet. ","Arbetsförhållanden förbättrade. "
10190001,"01","","Traktorserie. Konstruktionen är unik i det avseende att framaxeln är placerad mitt under motorn och att den rymliga bränsletanken på 180 L bildar en bärande del av chassiet. Axelns placering ger mycket gynnsam viktfördelning och därmed goda dragegenskaper. Kraftöverföringen till den drivna framaxeln är helt inbyggd och väl skyddad. Fyrhjulsdriften tillsammans med att traktorn är robust och har släta botten- och sidoytor, stor frigångshöjd och låg tyngdpunkt gör den också användbar i skogskörning. ","Framkommen genom samarbete."
10506001,"17","mute:on","Ljuddämpande tyger. ",""
10550001,"4100","puls-IR-instrumentet","Instrument som använder infrarött ljus för att mäta koncentration av exempelvis aktivt slam i ett reningsverk. Mätaren arbetar genom att en infraröd ljusblixt får genomlysa slammet. Sedan mäts det ljus som tränger igenom slammet och på så sätt får man fram slam-koncentrationen. Instrumentet har ett stort mätområde och flera användingsmöjligheter.","Reduktion av polymerförbrukning; stort mätområde"
10564001,"01115","Biomatic Komplett","Varmluftsanläggning för eldning med flis, sågspån och torv, i första hand avsedd för spannmålstorkar, växthus, sågverk och industrier. Systeet är uppbyggt av två enheter, en varmluftspanna med automatiskt styrd förbränning samt en fastbränslebehållare (kallad Biomatic Komplett). Fastbränslebehållaren består i sin tur av bränslebehållare och en helautomatisk utmatningsanordning vilket minskar risken för att bränslet fastnar.","Automatisering (av förbränningen)"
10574001,"4100","","Miljövänligt renspumpsystem med ett patenterat magasin. Systemet består av en mammutpump med kompressor, en dykarledning och ett magasin.  Risken för bräddning vid driftstopp och därmed förorening av näraliggande vattendrag elimineras i renspumpsystemet som inte har något bräddvlopp.","Patenterad teknologi som förhindrar driftstopp.Energibesparade; eliminerar risk för bräddning vid driftstop och därmed förorening av näraliggande vattendrag; medför lägre kostnader."
10579001,"4100","","Anläggning för vattenrening baserad på principen att man använder recipienten havet som utjämningsbasäng. Systemet består av horisontella flytbassänger där själva recipientvattnet används som balanserande medium I flytbassängerna finns förstärkta och väl tilltagna plastskynken som förankras mot recipientens botten.","Ny metod där havet används som utjämningsbassäng."
10695001,"01","Hector","Alla som arbetat med en lasttraktor vet hur besvärlgit det kan vara att byta fårn skopa till gaffelram med spridning. Man får springa ut och in i hytten för att koppla om hydraulslangar och får sig samtidigt en dos olja på kläderna. Innovatören Ahrne Rönnblom har nu löst problemet. Genom en enkel installation kan föraren istället ändra gafflarnas spridning via knappar i förarhytten. Uppfinningen gör det även möjligt att flytta gafflarna parallellt, vilket bland annat underlättar lastning och lossning i trånga utrymmen. Gaffelstället Hector är uppbyggt på ett helt ny sätt. Genom en enkelt utformad manöverpanel i förarhytten, som står i förbindelse med gaffelstället kan spridningen styras elektriskt. Den knappstyrda gaffelsprindingen ger användaren livstids garanti mot hydrauloljeläckage och borta är också alla hydraultuber som skymmer sikten. med hjälp av tekniken kan gafflarna placeras precis där föraren vill ha dem. Möjligheten till parallellförflyttning är dessutom helt unik, eftersom detta inte gått att genofmöra med traditionell hydraulik. Godset kan nu hatneras på ett särkare sätt. Det slarvas nämligen ofta med gafflarnas inställning, på grund av allt ""böaknde"" med hydraulslangarna. - Speciellt bra är Hector för den som byter redskap ofta. Tekniken kan naturligtvis också anävndas på andra typer av redskap för lasttraktorer, till exempel för sophantering och vibration, säger Ahrne Rönnblom. Stålteknik i Skellfteå, tel 0910-70410",""
10698001,"13","BIS (Boliden Information System)","Apart from the BOXRAY one of the most well-known systems from Boliden is the BIS, Boliden Information System. Already in the mid 70's Boliden had developed its first centralized information system, based on colour graphics screens. From 1983 they have used 'open systems', based on the growing industry standard operating system UNIX. This has communication facilities with all kinds of other computers, from mainframes to personal computers. This system now is known as the BIS. It comprises modern process control stations, equipped with colour screens to provide the operator with easy access to informatoin. They also have a rugged design, to withstand the process environment. This allows the operators to be mobile within the plant and still have access to all informatoin. The information includes a voice system, reading digitally pre-recorded alarm texts including actual process values, to a helmet mounted radio reciever, in order to allow the operators to take appropriate action. The main functions in the BIS system are: Process graphical representation, trend informatoin, alarm ifnormatoin, machine statistics, reports and as a control station for start/stop and sadjustment of controller parameters, such as set-points etc. C--- Today, some 30 BIS system[s] are installed worldwide - from CHina to SPain and in nearly all Swedish complex sulphid-ore mines. [---] Source 2: BIS, det färgbildskärmsbaserade informations- och styrsystemet, började utvecklas 1981 och redan då valdes operatvsystemet UInix.""",""
10701001,"13","R35 Magnum","Den nuvarande trenden inom drifter- och tunelborrning är att använda kraftulla datorstyrda riggar med borrmaskiner på 18 kW eller mer. Detta har självklart lett till att borrningen har blivit mer automatiserad. Påkänningarna på borrsträngen har ökat, inte minst på grund av att operatören utför inriktning och påhugg med hjälp av sin datorskärm. Sneda påhugg mot berget är vanliga och riskerna för alltför höga påkänningar, som resulterar i böjskador och brott, är betydande. Secoroc har med R35 Magnum stänger och kronor lösningen på detta problem. Drifterstången är heluppkolad och har betydligt minskat risken för böjskador. En ytterligare fördel är att borrstänger på upp tilll 6,1, meter kan användas, vilket ökar produktiviteten i borrningen. Mer robust gänga samt större diameter på kronsidan.",""
13013001,"201","Cambio 600","Maskin för att barka timmer med högre prestanda. ""Traingelmatarverk med piggvalsar och pneumatiskt styrda barkningsverktyg med hårdmetallplattor är några av anledningar till barkningsresultatet med minimala vedskador."" (NTT, 2007, nr.14, p.13).",""
13014001,"20101","Eurosaw S6 D","Ny, ställbar dubbelaxlig klingsåg för fyrsidigt reducerade block. Den har sex ställbara klingor på teleskopiska axlar som medger ögonblickliga omställningar. Tekniken med mötande klingor på dubbla axlar garanterar hög prestanda och produktkvalitet. (NTT, 2007, nr.14, p.13)",""
13016001,"20101","Catech 6000","Kantautomat med nytt styrsystem för såväl bemanand som obemannad drift.",""
13017001,"20510","","Våtslipsystem för eggverktyg (dvs. en slipmaskin för exempelvis knivblad och dylikt). En central funktion är den jigg som sitter på maskinen som tillåter att slipningen av det använda objektet sker i samma vinkel hela tiden.",""
6039001,"20","WEN","Pneumatisk graverpenna. Drivenheten har inga andra rörliga delar än en tallrik på vilken stiftet är direkt fästat, en O-ring och en återföringsfjäder. Lämpar sig väl för gravyr på verktygsstål. ",""
6068001,"17","TEX VPS","Världens första maskin för vakuumförpackning av kläder. En täckjacka förlorar t.ex. 70 % av sin volym. ",""
6100001,"13","","Skrotdetektor baserad på induktion av virvelströmmar i skrotbitarna som därvid avger ett elektromagnetiskt fält som instrumentet känner av. Man detekterar därför på ett sekundärt fält som skrotbitarna själva avger och inte som är vanligast på störningar i det primära fältet orsakat av skrotbitar. Härigenom är detektorn ikänslig för transporterat material, såsom magentisk järnmalm m. m. och känslighetsinställningen behöver aldrig ändras, om transporterat material varierar. Den detekterar alla typer av skrot som är elektriskt ledande, t.ex. manganstål, stångskrot typ armeringsjärn, aluminiumskrot m.m. Detektorn är ett nödvändigt skydd för processmaskiner, där risk för skrot föreligger. ",""
6369001,"13","","System för automatisk styrning av förarlösa fordon. De stora vinsterna med förarlösa fordon ligger inte bara i automatiken, utan också i ökad livslängd och större driftsäkerhet på fordonen. I vissa fall kan fordonen användas i transporter där omfattande säkerhetsåtgärder krävs för att skydda föraren. Saab-Scanias system är uppbyggt kring en fast sändare som matar en styrslinga med en högfrekvent växelström. Det magnetfält som då alstras uppfångas av två antenner monterade på olika avstånd från fordonets centrumlinje. Minskar avståndet till den ena antennen medför detta en starkare signal. ",""
6700001,"13","Reomex","Sprängämnesystem i vilket känsliggöringen sker genom kemisk gasnin. Detta medför att förbättrade detonationsegenskaper erhålls och risken för avbrott och därmed följande dolor minskas. ","Minskar risken för dolor och avbrott"
6763001,"13","","Ny prospekteringsmetod baserad på tillämpning av geogas. Med hjälp a geogas ka man spåra malmkropar på 350 meters djup. Idén till den nya metoden fick man i slutet av 70-talet i samband med radonmätningar i gruvorna. Man fann att radontransporten genom fast berggrund var snababre än man tidigare trott och skedde genom ett uppåtgående flöde av gasbubblor i grundvattnet, som finns i sprickor i berget. Det var då som tanken aktualiserades, att bubblorna, som vid analys visade sig innehålla i stort sett vanlig luft, rimligen borde ta med sig någon information om bergsammansättningen. ",""
6819001,"13","","Utrustning för avvikelsemätning vid borrning. ","Ger bättre kontroll över borrmomentet."
6826001,"13","Reflex EX-AQ/EMS","Instrument för borrhållsmätning med nytt mjukvaruprogram. Instrumentet är framförallt avsett för olje- och gruvindustrin.","Fungerar vid 170 grader och under tryck"
6922001,"13","","Icke-elektriskt tändningssystem. ","Icke-elektriskt; mindre risker."
7022001,"41001","Fagrellsystemet","System för pulverupplösning i vätskor som bygger på principen att vätskan som utgör lösningsmedel sprayas med tryck underifrån mot materialet",""
7042001,"20302","","Metod för att skydda trä mot vatten genom att man plasmabehandlar ytan med hexametyldisiloxan",""
7043001,"20302","","Metod för att skydda trä mot vatten genom plasmabehandling med polyetylenglykol. Målet är en ogiftig process som ska kunna göras i anläggningar för vakuum- och tryckimpregnering. Metoden ska ge en panel som håller husets livslängd och som håller sig snygg i åtmoinstone trettio år. Dessutom ska processen vara pH-neutral för att inte skada trät, och ge ytskiktet samma elasticitetsmodul som det underliggande trät.","pH-neutral process; ger produkter som håller husets livslängd"
7067001,"17250","","Genmodifierad potatis för produktion av bindemedel och ytstarkare papper i pappersindustrin, samt för lätthanterligare glasfiberväv och stabilisering vid oljeborrning och till varpliming.","Teknik kallad antisensteknik som används för att överföra den önskade genen till potatisen. Genen sätts samman i en så kallad genkonstruktion och förs in i potatisen medhjälp av en särskild jordbakterie.Potatisen gör det billigare för pappersindustrin att utvinna stärkelsen"
7139001,"17","Apyrum","Flamskyddsmedel som är baserat på citrat och acetat (salter) och är därmed miljövänligt. Medlet kan användas i flertalet material såsom PUR, PVC (sedan 2008), latex, gummi, trä, etc. ",""
7223001,"16000","D-4","Mikrodatorbaserat system för industriell vägning och dosering. D-4 kan dosera ett praktiskt sett obegränsat antal komponenter och varje instrument kan betjäna upp till nio vågplatser. Mikrodatorbaserat system för industriell vägning och dosering. Systemet byggs upp av kombinerbara standardmoduler vilket ger skräddarsydda systemlösningar och möjligheter till successiv utbyggnad i takt med behov. ","Flexibilitet."
7461001,"20","Paraweb Black Belt","Band för surrning av sågat och hyvlat virke på järnvägsvagn. Bandet är av polyester och är belagt med polyetenplast. Minimerar nötningsskador på virket samt är beständigt oavsett om det är varmt eller kallt. Surrningstiden för en vagn minskas till hälften. ","Beständiga, minskar skador på virket, snabbsurrade."
7473001,"20","","Metod för att minska cirkelsågblads värmekänslighet, så att de kan göras tunnare och med mindre skärbredd. Anledningen till att man vill ha tunnare sågblad är att ju bredare blad dess då mer av virket går förlorat i spån. Metoden består i att såglbadet slitsas upp med laser i ett antal lameller. Laserskärningen görs med oscillerande stråle så att intilliggande lameller är låsta till varandra för rörelser vinkelrätt mot sågbladets plan. ","Ger mindre spill."
7485001,"20","","Övertäckningsanordning för järnvägsvagn. ","Utvecklad på uppdrag."
7514001,"20302","Starwood Qattrolam","Nytt basmaterial för snickeriindustrin.",""
7517001,"20302","Starwood Kolonn","Dekorativ pelare för såväl inom- som utomhusbruk.",""
7570001,"20102","","Bandsåg med helt ny typ av mycket tunt bandsågsblad vilket ger tunnare snitt och gör att det går att sträcka ett tunt band betydligt mer än ett tjockt med biehållna fördlear.","Tunnare"
7573001,"20","","Fixtur för slipning av speciella huggstål som Veisto använder i sina reducerare. Med fixturen kan de slipa tio stål samtidigt i en vanlig planslip.[par][par], något som anses ge bästa resultatet, men i vanliga fall är omständigt eftersom man då bara slipar ett stål åt gången.","snabbare"
7653001,"132","","Förarlös gruvtruck med ett helt nytt styrsystem. Hjärtat i styrsystemet är en sändare som matar en styrslinga med högfrekvent växelström. Det magnetfält som alstras avkännes av två antenner på trucken. Om avståndet till den ena antennen minskar, registrerar fordonets reglerutrustning en skillnad i signalstyrka mellan antennerna och styr mot den starkare signalen.","Säkerhet; automatisering (och därigenom minskade driftkostnader)"
7672001,"13","","Oscilloskop som mäter rasrisk vid tunnel- och gruvarbeten och som fungerar som skrotningsindikator. Genom att förse motoraxeln med en eller flera excentriska vikter kan man få mekaniska vibrationer, som med hjälp av en stång injiceras i det bergparti som undersöks. ","Mindre arbetskrävande; tillförlitlighet"
7726001,"13","","Luftfiltreringsanordning för hyttförsedda arbetsfordon i dammiga miljöer som avskiljer mycket små partiklar. ","Avskiljer mindre partiklar"
7770001,"132","TS 100","Tändapparat för sprängningsarbeten avsedd att öka säkerheten och minska antalet bomsalvor. Vid systemet sköts uppladdning av tändapparat och skjutning via telenätet.","I takt med gruvindustrins introduktion av centrala skjutsystem och eltändkapslar har antalet bomsalvor ökat kraftigt.Minskat antal bomsalvorUtvecklat på uppdrag av Boliden"
7856001,"132","","Aggregat som mekaniserar skivrasladdning i gruvor, den process där sprängämnet ska föras upp i borrhål i gruvortens tak. Vid manuell laddning är risken för ras från tidigare sprängningar stor och arbetet är tungt och obekvämt. Aggregatet består i princip av en behållare med sprängämnet i pulverform, en rulle med laddslang och en arm som kan manövreras till borrhålet från en skyddad plats.","Mekanisering"
8039001,"132","","Bergbult i glasfiberarmerad polyester. Bulten är billigare än stålbultar, sett till den totala bultningskostnaden. ",""
8078001,"132","Swellex","Bergbult av stålrör som hindrar gruvtak att rasa. Den är avsedd för bergförstärkning i tunnlar och bergrum. Den finns för borrhålsdimensioner om 33 - 39 mm i berg och fylle runder expansionen ut hela borrhålet, inklusive eventuella ojämnheter i hålet. bulten är avsedd för temporära förstärkningsuppgifter inom gruvindustrin och vid tunnelarbeten. En stor fördel hos metoden är att den omedelbart ger full verkan, dvs full hållfasthet hos det aktuella bergavsnittet. Bultsättningen kan utföras av en man, vilket innebär en snabb och ekonomisk förstärkningsmetod. Ett hopvikt stålrör stoppas in i ett borrhål och fylls med vatten. Vattntrycket får röret att utvidga sig och fastna i borrhålet. Det fungerar därefter som en bergbult och håller ihop sprickorna i berget. ","Lastupptagningsförmåga"
8193001,"20","","Plaststift för fästning av etiketter på virke. ","Metallskrot fastnar och förstör virkessågar. "
8196001,"13","","Metod för att leta efter malmfyndigheter. Metoden går ut på att identifiera s k omvandlingszoner där mineraler och spårelement omvandlats p g a närheten till malm.","Effektivt. "
8343001,"13","","Automatisk borrigg för tunnlar. Borriggen både styr och övervakar sig själv med hjälp av fyra mikrodatorer.  ","Datoriserad. Fjärrmanövrerad. "
8438001,"13","Geoprinter","Printer equipment to be connected to drilling equipment to analyze the ground structure before a big building project",""
8484001,"131","","Bergborrmaskin baserad på Coprod-metoden som ger rakare hål på kortare tid. Rotation och slagenergi överförs var för sig. Topphammaren slår på ett styvt stångpaket som är inneslutet i ett rör som vrider runt borrkronan.","Coprod-metodenRakare hål; högre borrhastigheter"
8799001,"13","","Luftfilter som tillverkas så att en viss mängd rapsolja som adderats till plastskum värmebehandlas med mikrovågor. Rapsoljan bildar en klibbig hinna på cellerna i skumplasten och fungar upp små partiklar.","Tål skakningar, köldtålighet; fuktavvisande; hög reningsgrad"
9254001,"17","CTT-100 kN","Apparat som mäter töjning draghållfasthet, brottarbete, kompression m.m. Apparaten består av ett belastningsdon med elektronisk drift och styrning samt en mät- och presentationsdel. Apparaten tillkom på grund av en förfrågan från en tillverkare som inte kunde finna ne lämplig apparat på markanden. ","Apparaten tillkom på grund av en förfrågan från en tillverkare, som inte kunda finna en lämplig apparat på marknaden."
9387001,"17403","","Bundband med öppet låshus för snabbare och enklare montering i bilindustrin.","Enklare; möjliggör högre monteringshastighet"
9416001,"201","GARTAX","Ny typ av bandmatare i emballeringslinjer, som kan användas för bandomföring kring det kolli som ska bandas, men också byggas in i pressar för presspaketering. Bandmataren kan omställas för olika banddimensoiner och är vidare försedd med automatisk start och stopp samt bandutkastning efter fullbordad bandomföring. ","Kompakt; (vilket gör att bandmataren) kan byggas i olika typer av kompromatorer och rpessar"
9430001,"20301","","Lätt byggsystem som bygger på komponenterna 'Masonite Balk', 'Masonite Wall Frame', och 'Masonite Wooden Facade' för bl.a. prefabrikerade trähus ","Masonite Board"
9444001,"20301","Swanboard 3-D","Nytt skivmaterial som genom prägling i en efterpressanläggning för en god struktur och ådring som liknar äkta träpaneler","ny tillverkningsmetod"
9476001,"20302","","Slipmaskin för ojämna och målade ytor.","Sparar tid och pengar. Klarar ojämna ytor."
9554001,"182","","Anläggning för konditionering och vakuumförpackning av tyg enligt den patenterade svenska metoden TEX-VPS. I förpackningsmaskinen sugs lften ur förpackningen och påsen förslutes.  Därefter sker märkning med tillverkningskod och antal meter. Slutligen sträckfilmas och bandas pallen som i leveransklart skick väger ca 250 kg.","Patenterad svensk metod kallad TEX-VPS. Vanliga problem vid långtidsförpackning är försämring av tyg och risk för kassation.Ökad livslängd för förpackade tyger, minskad kassationsrisk,  minskad konfekteringstid, kapacitet"
9556001,"177","","Avsyningsmaskin som tillåter att den flata trikåslangens båda sidor kan avsynas vid endast en passagen genom maskinen.","Steglös reglerbarhet"
9557001,"177","","Uppskärningsmaskin avsedd för uppskärning av rundstickad trikåväv.","Steglös reglerbarhet; precision"
9558001,"177","","Krympmaskin för rundstickad trikå som reducerar krympeffekten vid tvätt av de färdiga plaggen och eliminerar också centrifugerings- och våttafflingsprocesserna av varan vid beredningen.","Reducerad krympeffekt vid tvätt av plagg"
9569001,"182","Texvac-metoden","Metod för vacuumförpackning av skrymmande textilier som minskar volymen ger bättre produktskydd och minskar risken för rynkor och veck på plaggen. Förpackningsmaerialet är en plasfilm med låg ångpermeabilitet. Inpackningsmaskinen kränger filmen över plagge under en uppåtgående rörelse of för det in i vacuumkammaren där förpackningen förvandlas till en platt styv och lätthanterlig enhet.","Reducera volymen; undvika veck i textilierna"
9571001,"18","","Datastyrd maskin som quiltar med hjälp av ultraljud.","Produktionshastighet; hög slitstyrka i produkten"
9572001,"182","","Numeriskt styrd laserskärmaskin som anpassas till ett koordinatbord för tillskärning av modellpapp.","Snabbhet"
9573001,"175","","Tillsatsaggregat för rotorspinnmaskiner.","Vävbredd; hög effektivitet."
9581001,"182","","Pressmaskin som innebär att överblocket förskjuts bakåt så att underblocket friläggs helt samtidigt som värmekällan avlägsnas från pressaren.",""
9586001,"177","Laser-Kryss","Laserskärmaskin för exakt mönsteranpasad tillskärning avsett för rutiga och randiga trikåtyger. Laserstrålen markerar ett skarpt och tydligt ljuskryss i rät vinkel. Med hjälp av ljusmarkeringen läggs tyget exakt trådrätt.","Ger exakt mönsteranpassad tlilskärning"
9593001,"18210","","Mikroporöst material, en polyuretanbelagd väv, som är både vattentät och vattenånggenomsläpplig och kan användas till golf, vandrar- och cykelställ.","vattentäthet; tvättbart; minskad nödvändig tryckskillnad för vattenånga mellan in- och utsida"
9602001,"20","","Teknik för att pulverlacka värmekänsliga trä- och plastbaserade material. ",""
10148001,"20101","","Station för inmätning av timmer. Mätningen av timmer kan nu utföras i uppvärmd lokal med rätt belysning. Stor vikt har lagts vid den ergonomiska utformningen av arbetsplatsen. Stationen kännetecknas av en ombonad arbetsmiljö. Bländfri belysning, låg bullernivå och rätt arbetshöjd på mätbordet. ","Arbetsförhållanden förbättrade. "
10385001,"17","Deisgner 1","PC-styrd symaskin.","Styrs med hjälp av dator, ökar möjligt arbetstempo."
10544001,"20","Retherm-A","Värmeväxlare i plast som möjliggör värmeåtervinning även i mycket korrosiva miljöer. Värmeväxlaren består av ett antal oflänsade rörslingor infästade till två större fördelningsrör - ett i vardera änden av rörslingorna. ","Möjliggör värmeväxling i mycket korrosiva miljöer; korrosionsbeständighet"
6000001,"20400","Ensocoat/Ansogloss/Tambrite","Ny typ av kartongpapper i tre varianter avsedd för förpackingsindustrin. Kartongpapperet skapar nya möjligheter för digitaltryck för kartong genom att den är specialanpassad för digitaltryck i Xerox Igen3.",""
6562001,"20","Diodair","Gasmätare för mätning av gaser med hjälp av laserdioder. Den främsta fördelen med att mäta gaser med laserdioder är den korta reaktionstiden. De metoder som hittills har använts inom processindustrin ger mycket långsammare svar. Laserdiodtekniken kan användas för att styra processen direkt vilket ofta var svårt eller omöjligt tidigare, med de metoder som kan användas i industrimiljö. ","Ny kombination av tekniker. "
6856001,"20","","Värmningssystem för industrin. Den svenska uppfinningen baserar sig på värmning med infraröd strålning från glödlampor. Systemet kan ge materialtemperaturer från ca 25 C till 700 C och under vissa betingelser upp till 1300 C. Värmen kan regleras steglöst, och då värmen kommer från glödlampor får man önskad effekt omedelbart då lamporna tänds. Systemet grundar sig på en värmeavgivande modulenhet -så utformad och kombinerbar att man med denna kan bygga högeffektiva ugnar av vilket utseende och vilken storlek som helst. Med denna infravärmare kan man smälta, svetsa, härda, forma, krympa och torka plast. När det gäller järn och metaller kan man värmebehandla, varmhålla, härda, glödga, löda och deluppvärma. ","Ger snabbt önskad effekt, steglös inställning."
8484001,"132","","Bergborrmaskin baserad på Coprod-metoden som ger rakare hål på kortare tid. Rotation och slagenergi överförs var för sig. Topphammaren slår på ett styvt stångpaket som är inneslutet i ett rör som vrider runt borrkronan.","Coprod-metodenRakare hål; högre borrhastigheter"
8758001,"20302","","Metod för tryckimpregnering med linolja. Miljövänligt impregneringsmedel för trä. Medlet är en modifierad oljeprodukt. Medlet får så låg viskositet så att det kan tränga in i kärnan av träet. ","Ger färg som sitter kvar längre; blir svårare att mögla"
9413001,"20302","Karlstadplattan","Spånskiva som tillverkas av ramsågspån från furu och gran med en patentsökt produktionsmetod. ","ny patenterad produktionsmetodtvärdragshållfasthet, skruvhållkraft, uthållfasthet"
9444001,"20","Swanboard 3-D","Nytt skivmaterial som genom prägling i en efterpressanläggning för en god struktur och ådring som liknar äkta träpaneler","ny tillverkningsmetod"
9573001,"183","","Tillsatsaggregat för rotorspinnmaskiner.","Vävbredd; hög effektivitet."
9608001,"20400","Toolvac Technology","Teknik för kylning/temperering av formverktyg.","Lägre processkostnad"
9832001,"20","","Ramstyrd hjullastare byggd för hög kapacitet i sten- grus- och timmerhantering som också är den största Volvo tillverkat. Bl.a. med en monetomvandlare som bidrar till att göra lastaren accelerationssnabb.","högre kapacitet"
10385001,"18","Deisgner 1","PC-styrd symaskin.","Styrs med hjälp av dator, ökar möjligt arbetstempo."
