SINNO ID,use_sectors,Innovation name in Swedish,Description in Swedish,Additional Info,innovation_type,bioeconomy_vision,notes
8172001,112,Reometer,Apparat för kontroll av ett materials reologiska egenskaper. Kan handla om t ex viskositet. ,,0,9,not forest
8188001,1228,,Skärtillsats till slipmaskin avsedd för verkning av hovar. ,Tungt arbete vid verkning av hovar. ,9,9,not forest
8193001,2,,Plaststift för fästning av etiketter på virke. ,Metallskrot fastnar och förstör virkessågar. ,0,0,"check article, interesting edge case, not eco-innovation typology but may safe material"
8193001,20,,Plaststift för fästning av etiketter på virke. ,Metallskrot fastnar och förstör virkessågar. ,"105,106",0,check article
8196001,13,,Metod för att leta efter malmfyndigheter. Metoden går ut på att identifiera s k omvandlingszoner där mineraler och spårelement omvandlats p g a närheten till malm.,Effektivt. ,9,9,not forest
8203001,13,,Hängflak av gummi. Gummi kan under vissa omständigheter vara hållbarare än stål. På grund av sin elasticitet deformeras inte gummi om man utgår från att gummit har rätt tjocklek. Gummit dämpar buller som uppstår vid lastning. ,"Buller vid lastning.Längre hållbarhet, mindre buller. ",9,9,not forest
8211001,11,,Soldriven vattenpump. Pumpen drivs av en varmluftsmotor. Varmluft eller freon från solpanelen går in i överdelen av motorn. Den är förbunden med den nedre behållaren medelst en rörledning med ventiler. När pumpvattnet kyler luften så uppstår en kolvrörelse och ett tryck i vattenbehållaren som motorn är placerad i. Den börjar då suga vatten ur brunnen och pumpa det vidare till ett vattentorn eller en behållare en bit upp i luften. ,,"101, 113, 203",9,not forest
8212001,1111,,Solfångare för spannmålstorkar. Absorbatorn i solfångaren består av ett löst pressat fibermaterial av samma typ som används till isolering i bilar. Finessen med ETAB: s solfångare är att man får en mycket större värmeöverförande yta genom att suga luft genom hela absorbatorn med hjälp av en fläkt. Att ytan blir större beror på att varje tråd i fibermaterialet tar upp värmstrålning. ,Större värmeöverförande yta. ,9,9,not forest
8225001,13,GT35,"Gasturbinsanläggning. Speciellt lämpad för hantering av gruvgas, som dels has betydligt lägre vrmevärde än vanlig naturgas, dels en varierande halt metangas. Turbinens reglersystem klarar också snabba växlingar i gasens sammansättning. ",,9,9,not forest
8238001,202,,Metod för att avfetta furufanér. ,För mycket spill.Utvecklat för egna behov men ska även säljas. ,"204,0",0,"check article, furufaner = veneer, what does för mycket spill mean in this case"
8241001,11,,Separator som gör det möjligt att framställa luktfrit höns- och svingödsel. De fasta beståndsdelarna tuggas sönderoch den finfördelade flytgödseln pumpas sedan upp till en specialtillverkad separator. Där skiljs den flytande delen bort och går ner i en brunn. De fasta beståndsdelarna i gödseln slungas från separatorn ut på golvet i det speciellt uppsatta tältet där hela processen försiggår. På golvet finns en fläkt som är kopplad till ett långt rör. Med en meters mellanrum ligger ytterligare sex rör kopplade i vinkel till det längre räret- I rören finns små hål som blåser kalluft genom komposthögen som ligger ovanpå. Förmultningsprocessen styrs genom dosering av luften. Med rätt lutning kommer det hela igång på några timmar och redan då är temperaturen uppe i 67 grader. Efter sex veckor är temperaturen 37 grader och lukten är borta.,Luktfri gödsel.,9,9,not forest
8268001,41002,,Teknik för avsaltning av havsvatten genom omvänd osmos. ,,9,9,"not forest, not sure if not bioeconomy"
8343001,13,,Automatisk borrigg för tunnlar. Borriggen både styr och övervakar sig själv med hjälp av fyra mikrodatorer.  ,Datoriserad. Fjärrmanövrerad. ,601,9,not forest
8379001,2013,,Mikrodatorstyrd skogsmaskin. Maskinen är den första i sitt slag som arbetar enligt den s k värdeapteringsprincipen. Det innebär att virkesvolymen hos ett träd utnyttjas på ett sådant sätt att det ekonomiska ytbytet blir så stort som möjligt. De dagsaktuella virkespriserna matas in i en databas. Därefter är det bara för maskinföraren att fälla ett träd och mata in vilket trädslag det rör sig om. Maskinen arbetar sedan direkt mot prislistan. Trädets dimenstioner mäts och datorn beräknar hur trädet bör kapas för att det maximala virkesvärdet ska kunna tas till vara. ,Mikrodatorstyrd. Optimerar uttaget av virke. ,"204,103,602",3,"check article, clear example of a bv3 innovation (shift to high value added forestry)"
8404001,13,Stridsfordon 90,Arméns nya lätta stridsfordon. Utrustad med Bofors snabbskjutande 40 millimeters kanon. Chassit är uppbyggt av standardkomponenter för att hålla kostnaderna nere. Chassit är byggt av Hägglunds,Litenhet relativt slagvolymen; bättre effekt-vikt-förhållande,9,9,not forest
8422001,20101,,Mätram för sågverk. Ramen mäter diameter och form hos varje individuell stock. Mätramen minskar spillet för sågverken. Mätningen sker med lysdioder och dubbla fotoceller. ,,"204,103,0","2,3,0",check article
8438001,13,Geoprinter,Printer equipment to be connected to drilling equipment to analyze the ground structure before a big building project,,9,9,not forest
8461001,13200,Mikrosonden,"Analysinstrument för sökning av tunga mineraler, exempelvis guld. Instrumentet är en kombination av ett engelskt analysinstrument och en japansk elektronminsond. Mätdatorn söker automatiskt efter provet och identifierar kornen med hjälp av bildbehandling och röntgenanalys. Instrumentet kan hitta guldkorn eller andra intressanta saker, ner till en storlek på en tusendels milimeter. ",Utvecklat för egna syften. Processinnovation.,9,9,not forest
8484001,131,,Bergborrmaskin baserad på Coprod-metoden som ger rakare hål på kortare tid. Rotation och slagenergi överförs var för sig. Topphammaren slår på ett styvt stångpaket som är inneslutet i ett rör som vrider runt borrkronan.,Coprod-metodenRakare hål; högre borrhastigheter,9,9,not forest
8484001,132,,Bergborrmaskin baserad på Coprod-metoden som ger rakare hål på kortare tid. Rotation och slagenergi överförs var för sig. Topphammaren slår på ett styvt stångpaket som är inneslutet i ett rör som vrider runt borrkronan.,Coprod-metodenRakare hål; högre borrhastigheter,9,9,not forest
8499001,2012,,"Helikopterburen såg för grenröjning. Sågen fungerar som en vanlig motorsåg, men istället för svärd och kedja har den en balk med tio friliggande sågklingor.",Lägre kostnader för användaren,9,"2,0",check artcile
8573001,131,,"System för behovsstyrd ventilation av gruvor. Man sätter radiosändare på lastmaskiner, dumpers och arbetsplattformar i gruvan. Sändarna lämnar ett kodat meddelande som talar om vem man är och var man är och hur mycket luft fordonet behöver.  Systemet är behovsstyrt och frisk luft styrs till de områden där luft förbrukas. Systemet är uppbyggt runt två huvudkomponenter; dels en radioutrustning med vars hjälp varje fordons position (det är fordonen som förorenar luften) kartläggs. , och dels ett system för varvtalsreglering av sekundärfläktar för att ge varje brytrum erforderlig luftmängd. Genom kommunikation till gruvans processdator adderas gruvans spridda ventilationsbehov och primärfläktarna vid marknivån blåser ner en anpassad luftmängd. ",Energibesparande; snabbare svarstid (mellan sändare och mottagare),203,9,not forest
8644001,1131,,"Lagringsteknik med vilken extremt låg syrehalt gör frukten hållbar under lång tid genom att mognaden bromsas upp och äpplena ""vilar"" före de mognar. Den låga syrehalten kommer av att man blåser in kvävgas, som tränger ut syret ur luften i lagerrummet. ",Frukten håller sig fräsch längre.,"103,204",9,not forest
8741001,2013,Ecoplugg,Biologisk nedbrytbar plugg i plast för slyrensning.,,"114,105,207",0,check article
8758001,20103,,Metod för tryckimpregnering med linolja. Miljövänligt impregneringsmedel för trä. Medlet är en modifierad oljeprodukt. Medlet får så låg viskositet så att det kan tränga in i kärnan av träet. ,Ger färg som sitter kvar längre; blir svårare att mögla,"207,101",0,check article
8758001,20302,,Metod för tryckimpregnering med linolja. Miljövänligt impregneringsmedel för trä. Medlet är en modifierad oljeprodukt. Medlet får så låg viskositet så att det kan tränga in i kärnan av träet. ,Ger färg som sitter kvar längre; blir svårare att mögla,"207,106",0,"check article, duplicate"
8781001,20203,,Pressat trä som tillverkas med en patenterad isostatisk pressningsmetod.,Applicering av teknologier på nya områden (Quintuspressen applicerad på trätillverkning),0,0,check article
8789001,1111,Cedomon,"Biologiskt bekämpningsmedel baserat på bakterien Pseudomonas chlororaphis som producerar små mängder lätt nedbrytbara bekämpningsmedel direkt på det groende kornet. Medlet kan ersätta några av de giftiga kemiska preparat som idag används vid betning av spannmål, då utsädet skyddas mot sjukdoma.",,"201,101",1,"check article, useful regardless of bv"
8799001,13,,Luftfilter som tillverkas så att en viss mängd rapsolja som adderats till plastskum värmebehandlas med mikrovågor. Rapsoljan bildar en klibbig hinna på cellerna i skumplasten och fungar upp små partiklar.,"Tål skakningar, köldtålighet; fuktavvisande; hög reningsgrad","211,0",0,"check article, maybe not forest"
8803001,2029,,Metod att lastsäkra med vakuum. Lastsäkringen går till så att en tätningsduk läggs öve lasten. Med en vakuumpump minskas trycket inne i duken som då pessas mot godset. Därmet pressas också godset mot flakytan vilket ökar fiktionen och därmed motverkas risken att lasten ska glida eller tippa. Fördelen med vakuumsäkring är att den går betydligt snabbare än konventionell säkring med spännband.,Tidsbesparande; mindre risk att lasten ska glida eller tippa,0,0,"check article, possibly not eco-innovation nor bv"
8835001,2,Rotfinder,Instrument som detekterar mängden röta i träd. Tekniken bygger på att de metaller (mangan och kalium) som tas upp av trädet när det börjar ruttna spåras genom att elektricitet tillförs trädet. ,,0,0,"check article, difficult"
9014001,1,Thermoseed,Teknologi för att med varm luft i en fluidbädd blåsa utsäde fritt från smittor och sjukdomar.,"Vidareutveckling av en uråldrig metod där man doppade säckar med utsäde, först i varmvatten och sedan i kallt, innan det torkades och lagrades inför vårsådden.",0,"3,2,0",check article
9039001,1,EH92-527-1,Gentekniskt förändrad stärkelsepotatis. Potatisen är inte till för att ätas utan för att användas som stärkelseproducent till industrin. ,,111,1,not forest
9048001,2012,,"Papper som är vattentätt baserat på katalytisk process som ger nya egenskaper hos cellulosa och kan användas för att impregnera trävirke så att det står emot röta och eld, eller för att göra bommullstyg vattenavstötande.",Ny teknik som ger cellulosa helt nya egenskaper. Papper görs vattenfrånstötande genom att en fettsyra bundits till cellulosamolekylen.,0,2,check article
9089001,20301,,Nytt byggsystem för höga trähus med en balken som klarar långa spännvidder och dämpar stegljud.,Materialsnål konstruktion; klara långa spännvidder; dämpar stegljud,101,2,check article
9120001,1410,,Miljövänliga gödselmedel för trädplantor som bygger på aminosyror vilka innehåller det kväve som växterna behöver. 2008 vil Swetree börja testa gödsel också på andra typ er av plantor,Forskningsresultat gällande aminosyror som ska användas i framställningen av gödselmedlet,"207, 201, 0","2,3,0","check article, more likely bv2"
9226001,20101,X-block,"Energisparventil som kan monteras på befintliga tryckluftscylindrar och få dem att gå fortare, jämnare och tystare och bara dra hälften så mycket tryckluft som tidigare. Det sänker energikostnaden med minst hälften.","Ger fortare, jämnare och tystare tryckluftscylindrar; drar bara hälften så mycket tryckluft; sänker energikostnader; sänker luftförbrukningen","213,203",0,check article
9250001,17403,Peranet,Strängsprutat plastmaterial med galler- eller nätstruktur som produceras med en för den nordiska marknaden ny teknik,strängsprutformningsteknik,0,0,check article
9254001,17,CTT-100 kN,"Apparat som mäter töjning draghållfasthet, brottarbete, kompression m.m. Apparaten består av ett belastningsdon med elektronisk drift och styrning samt en mät- och presentationsdel. Apparaten tillkom på grund av en förfrågan från en tillverkare som inte kunde finna ne lämplig apparat på markanden. ","Apparaten tillkom på grund av en förfrågan från en tillverkare, som inte kunda finna en lämplig apparat på marknaden.",0,9,not forest
9278001,2011,,"En skyddshjälm med visir, avsedd för i första hand svetsare.",Förbättrad arbetsmiljö,501,"9,0",check article
9305001,13100,Orebed Magnetic Lining,"System för infordring av malm, uppbyggt av keramiska permanenta magneter invulkade i gummi",energibesparing; ökad kapacitet,203,9,not forest
9387001,17403,,Bundband med öppet låshus för snabbare och enklare montering i bilindustrin.,Enklare; möjliggör högre monteringshastighet,9,9,not forest
9396001,17,Appeartex,"Ytkemisk antiseptisk substans som dödar bakterier (exempelvis MRSA-bakterier och E coli), som bygger på att ett skikt binds till en yta som de negativt laddade bakterierna dras mot vilket bryter ned bakteriernas membran.",forskning vid Chalmer,701,9,not forest
9408001,20103,MODOLOG,Polymeriska impregneringsagenter för (gran-)trä,dimensionsstabilitet,0,0,check article
9412001,2,Kockum Arbomatic Processor,Maskin för skogsindustrin som används vid bearbetandet av avverkat timmer (t.ex. för avkvistning etc.).,,0,0,check article
9413001,20302,Karlstadplattan,Spånskiva som tillverkas av ramsågspån från furu och gran med en patentsökt produktionsmetod. ,"ny patenterad produktionsmetodtvärdragshållfasthet, skruvhållkraft, uthållfasthet","101,111,114,0",0,check article
9415001,13,,"Jordförbättrande produkt som är resultatet av en ny process som istället för att bränna barkavfall, vilket är ett miljöproblem, konverterar barkavfallet till denna produkt",bränd bark var ett allvarligt miljöproblem,"203,207,103,",0,check article
9416001,201,GARTAX,"Ny typ av bandmatare i emballeringslinjer, som kan användas för bandomföring kring det kolli som ska bandas, men också byggas in i pressar för presspaketering. Bandmataren kan omställas för olika banddimensoiner och är vidare försedd med automatisk start och stopp samt bandutkastning efter fullbordad bandomföring. ",Kompakt; (vilket gör att bandmataren) kan byggas i olika typer av kompromatorer och rpessar,9,0,check article
9417001,201,,Nytt emballagematerial av papper. Pappret är högtöjbart med mellanliggande plastfolie och asfaltlaminering.,"Säkerhet, fuktavvisande, lägre kostnad för användaren; ger sågverken möjlighet att skära ner distributions- och hanteringskostnader",501,"2,0",check article
9418001,20301,Vänerply Profil,"Ny typ av plywood, avsedd för utvändiga paneler vid småhusbebyggelse, som framställs med ytfaner",,"101,0",2,check article
9423001,201,"Sandvik ""minivib""",Cirkelsågklinga i hårdmeall som ger mindre buller genom att en urvarvning i klinglivet är fyllt med ett ljud- och vibrationhämmande material,,213,0,check article
9430001,20301,,"Lätt byggsystem som bygger på komponenterna 'Masonite Balk', 'Masonite Wall Frame', och 'Masonite Wooden Facade' för bl.a. prefabrikerade trähus ",Masonite Board,0,2,check article
9431001,2,"Volvo BM 900 (eller ""skördaren"")","Ny skogsmaskin som har högre kapacitet och kan både fälla, kvista och kapa ","Högre kapacitet, kan både fälla, kvista och kapa",9,2,check article
9432001,201,P-Såg,"Nytt minidatorbaserat styrsystem för sågverk. Från någon av dataterminalerna i sågverket kan man utan dröjsmål få de besked man önskar. T ex produktionsrapporter, uppgifter om sågutbyten, avbrottsstatistik eller kontroll uppgifter gällande brädernas dimensioner.","Utvecklad för den egna anläggningen, sedemera försäljning.",602,0,check article
9433001,2012,,Ny traktordriven flishuggarmaskin som är självmatande,,601,0,check article
9436001,201,,"Vattenkyld klingsåg med tunnar sågsnitt, mindre sågbyggnad och högre kapacitet","tunna sågsnitt, mångsidig postning med tunna sidobräder, enkel verktygsskötsel, god måttnoggrannhet",602,0,check article
9444001,20301,Swanboard 3-D,Nytt skivmaterial som genom prägling i en efterpressanläggning för en god struktur och ådring som liknar äkta träpaneler,ny tillverkningsmetod,0,0,check article
9444001,20,Swanboard 3-D,Nytt skivmaterial som genom prägling i en efterpressanläggning för en god struktur och ådring som liknar äkta träpaneler,ny tillverkningsmetod,0,"3,0",check article
9446001,2012,Kockums 81-11,Liten skogsmaskin för 'tidiga gallringar' som genom sin litenhet lätt tar sig sin i skogsbestånden och fäller de rätta träden,Avlastar personalen; gör tidiga gallringar lönsamma; enkelhet; möjliggör en förlängd gallringssäson; kan arbeta i fraktionerad slutavverkning,0,"2,3",check article
9448001,2,NACO procesen,Ny process för produktion av blekt massa.,Mindre produktionsenheter,0,0,check article
9454001,20101,,Ny virkestorkare som genom att undanröja organiska upplösare drastiskt minskar energikonsumtionen. Problem vid konventionella virkestorkare som opererar med stora luftmängder äär att virket torkas ut. Genom att använda turbulent luft begränsas den nödvändiga luftbolymen vilket besparar en stor energimängd. ,minskar mängden luft som går åt vid torkning; energibesparande,"203,103",0,check article
9458001,201,Pulco Blåskydd,skyddsmedel mot blånads- och mögelsvampar där den aktiva substansen är ortefenylfenol för sågat virke,,701,0,check article
9460001,1124,,"automatiserat bioenergisystem som konverterar skogsrester till bränsle, som bygger på en ny mobil kvistningsmaskin","profitabilitet för användaren, energibesparande","203,110",2,check article
9462001,2,,Tabletter som tar död på träd som skapar lövslyproblem genom att tabletter förs in i trädstammen,problem med lövsly på hyggen,0,0,check article
9464001,2013,,Anläggning som bygger på ny barkningsteknik som gör det möjligt att barka eucalyptus oavsett ålder.,hög kapacitet,0,0,check article
9476001,20302,,Slipmaskin för ojämna och målade ytor.,Sparar tid och pengar. Klarar ojämna ytor.,0,"2,0",check article
9524001,2,,Maskin som komprimerar avverkade träd till hanterbara stockar som sedan kan forslas ut ur skogen. Det fällna virket blir mer hanterbart och hela processen blir smidigare.,Smidigare hantering av avverkat timmer,"103,204",2,check article
9525001,2,,Maskin som komprimerar avverkade träd till hanterbara stockar som sedan kan forslas ut ur skogen. Det fällna virket blir mer hanterbart och hela processen blir smidigare.,Smidigare hantering av avverkat timmer,"103,204",2,"check article, possible dubplicate of 9524001"
9552001,17300,Jetair luftinjektionsssystem,Luftinjektionssystem för bomfärgningsapparater. Systemet består av en luftdysa och en manöverpanel för mätning och reglering av luft tillförseln. ,Låg tryckdifferens (för att undvika tillplattning och sträckning i varan),0,9,not forest
9553001,182,System Asea-Montex,Produktionsapparat för beklädnadsindustrin som ger rationaliseringsvinster och är en vidareutveckling av Aseas drivutrustning 'Thyristop'.,,9,9,not forest
9554001,182,,Anläggning för konditionering och vakuumförpackning av tyg enligt den patenterade svenska metoden TEX-VPS. I förpackningsmaskinen sugs lften ur förpackningen och påsen förslutes.  Därefter sker märkning med tillverkningskod och antal meter. Slutligen sträckfilmas och bandas pallen som i leveransklart skick väger ca 250 kg.,"Patenterad svensk metod kallad TEX-VPS. Vanliga problem vid långtidsförpackning är försämring av tyg och risk för kassation.Ökad livslängd för förpackade tyger, minskad kassationsrisk,  minskad konfekteringstid, kapacitet","106,204",9,"check article, not sure if forest relevance"
9556001,17600,,Avsyningsmaskin som tillåter att den flata trikåslangens båda sidor kan avsynas vid endast en passagen genom maskinen.,Steglös reglerbarhet,9,9,not forest
9556001,177,,Avsyningsmaskin som tillåter att den flata trikåslangens båda sidor kan avsynas vid endast en passagen genom maskinen.,Steglös reglerbarhet,0,9,"check article, likely not forest"
9557001,17600,,Uppskärningsmaskin avsedd för uppskärning av rundstickad trikåväv.,Steglös reglerbarhet; precision,9,9,not forest
9557001,177,,Uppskärningsmaskin avsedd för uppskärning av rundstickad trikåväv.,Steglös reglerbarhet; precision,9,9,not forest
9558001,17600,,Krympmaskin för rundstickad trikå som reducerar krympeffekten vid tvätt av de färdiga plaggen och eliminerar också centrifugerings- och våttafflingsprocesserna av varan vid beredningen.,Reducerad krympeffekt vid tvätt av plagg,9,9,not forest
9558001,177,,Krympmaskin för rundstickad trikå som reducerar krympeffekten vid tvätt av de färdiga plaggen och eliminerar också centrifugerings- och våttafflingsprocesserna av varan vid beredningen.,Reducerad krympeffekt vid tvätt av plagg,"203,0",9,not forest
9561001,18,Erwotex 1001,Fixeringspress för påpressbara mellanlägg som aretar enligt en ny princip. Pressens arbetssätt tillåter hög kvalité vid vidhäftning mellan tyg och mellanlägg samt hög produktionskapacitet.,Hög kvalité vid häftning mellan tyg och mellanlägg; hög produktionskapacitet; skonsamhet; låg vikt (lätt att transportera).,9,9,not forest
9562001,182,,Specialkonstruerad lager- och transportlåda och galge som huvuddel av ett system för lagerhållning och leverans. Direkt efter pressning hängs plagget på galgen so placeras i lådan. Lådan eliminerar bekymmer med lagerdam. ,Problem med reklamationer.Minskat lagerdamm; bättre hållbarhet för kläder under lagring och transport.,106,9,not forest
9563001,18,Gerber Cutter System,Lägg- och tillskärningsbord där bordskivan har små hål. Genom hålen blåses luft så att man får en luftkudde mellan bordskiva och materiallägg.,Låg friktion mellan lägg- och bord.,9,9,not forest
9564001,18,Roto-Sieve,"Roterande siltrumma för rening av avloppsvatten från bl.a. textil- och garveriindustrier. I trummans första del med fin perforering uppslammas suspensionen till trögflytande konsistens. Skruvtransportören vidarebefordrar massan till nästa fack, där avvattningen fortsätter medelst medbringaren. En roterande borste rensar kontinuerligt siltrumman.",Verkningsgrad,"212,201,203,206,105",9,not forest
9566001,18221,,Halvautomatisk maskin för tillverkning av kavajer som ingår i en metod för applicering av axelvaddar. Kombi-mellanläggen är avsedda för frontfixering utan användning av extra bröstbelägg och därför är basväven vävd i rapporter med olika styvnadsgrad. Detta vävnadssätt eliminerar behovet av extra bröstbelägg och man sparar således material och tid.,Tidsbesparande; lägre användarkostnaderAnpassad till ny produktionsmetod för tillverkning av kavajer.,"601,103",9,not forest
9569001,181,Texvac-metoden,Metod för vacuumförpackning av skrymmande textilier som minskar volymen ger bättre produktskydd och minskar risken för rynkor och veck på plaggen. Förpackningsmaerialet är en plasfilm med låg ångpermeabilitet. Inpackningsmaskinen kränger filmen över plagge under en uppåtgående rörelse of för det in i vacuumkammaren där förpackningen förvandlas till en platt styv och lätthanterlig enhet.,Reducera volymen; undvika veck i textilierna,105,9,not forest
9569001,182,Texvac-metoden,Metod för vacuumförpackning av skrymmande textilier som minskar volymen ger bättre produktskydd och minskar risken för rynkor och veck på plaggen. Förpackningsmaerialet är en plasfilm med låg ångpermeabilitet. Inpackningsmaskinen kränger filmen över plagge under en uppåtgående rörelse of för det in i vacuumkammaren där förpackningen förvandlas till en platt styv och lätthanterlig enhet.,Reducera volymen; undvika veck i textilierna,0,9,not forest
9570001,172,,Vävmaskin med två skilda vävbanor där ett och samma spjut växelvis för in väft i de båda skälen.,,9,9,not forest
9571001,17,,Datastyrd maskin som quiltar med hjälp av ultraljud.,Produktionshastighet; hög slitstyrka i produkten,0,9,not forest
9571001,18,,Datastyrd maskin som quiltar med hjälp av ultraljud.,Produktionshastighet; hög slitstyrka i produkten,601,9,not forest
9572001,181,,Numeriskt styrd laserskärmaskin som anpassas till ett koordinatbord för tillskärning av modellpapp.,Snabbhet,0,9,not forest
9572001,182,,Numeriskt styrd laserskärmaskin som anpassas till ett koordinatbord för tillskärning av modellpapp.,Snabbhet,601,9,not forest
9573001,172,,Tillsatsaggregat för rotorspinnmaskiner.,Vävbredd; hög effektivitet.,0,9,not forest
9573001,175,,Tillsatsaggregat för rotorspinnmaskiner.,Vävbredd; hög effektivitet.,9,9,not forest
9573001,183,,Tillsatsaggregat för rotorspinnmaskiner.,Vävbredd; hög effektivitet.,9,9,"not forest, duplicate"
9573001,176,,Tillsatsaggregat för rotorspinnmaskiner.,Vävbredd; hög effektivitet.,9,9,"not forest, duplicate"
9576001,172,Väv-Kalle,"Kasettvävstol som består av en grundstomme med trampanordning. På stommen läggs en kassett som innehåler varpbom, träckbom, lättmetallskaft med stålsolv, skedlag, bröstbom och tygbom. Om man har tre kasetter innebär det att man kan göra undervisning i tre pass om dagen på samma yta som man tidigare körde ett. ",,0,9,not forest
9579001,17549,,Brodérmaskin med en avancerad transportmekanism som gör att fyllningen av exempelvis en bokstav blir riktig. Maskinen är välanpassad till både seriemässig och ateljéverksamhet tack vare enkel programmering via tangentbord.,Stygnhastighet; riktighet (i fyllning av exempelvis bokstäver)standardisering,103,9,not forest
9581001,181,,Pressmaskin som innebär att överblocket förskjuts bakåt så att underblocket friläggs helt samtidigt som värmekällan avlägsnas från pressaren.,,0,9,not forest
9581001,182,,Pressmaskin som innebär att överblocket förskjuts bakåt så att underblocket friläggs helt samtidigt som värmekällan avlägsnas från pressaren.,,0,9,not forest
9585001,1823,,"Ultraljudssvetsning av knapp direkt i skjorta. Skjortan blir genom processen färdigknäppt, varför detta moment sparas in. Ena framstycket fixeras i ett bestämt läge. Över detta läggs det andra framstycket med färdigtränsade knapphål. En tryckplatta trycker knappen genom knapphålet mot undertyget samtidigt som en ultraljudssvets går genom knappen som smälter fast i undertyget.",,9,9,not forest
9586001,176,Laser-Kryss,Laserskärmaskin för exakt mönsteranpasad tillskärning avsett för rutiga och randiga trikåtyger. Laserstrålen markerar ett skarpt och tydligt ljuskryss i rät vinkel. Med hjälp av ljusmarkeringen läggs tyget exakt trådrätt.,Ger exakt mönsteranpassad tlilskärning,0,9,not forest
9586001,177,Laser-Kryss,Laserskärmaskin för exakt mönsteranpasad tillskärning avsett för rutiga och randiga trikåtyger. Laserstrålen markerar ett skarpt och tydligt ljuskryss i rät vinkel. Med hjälp av ljusmarkeringen läggs tyget exakt trådrätt.,Ger exakt mönsteranpassad tlilskärning,602,9,not forest
9587001,182,,Ny rundstickmaskin med en mikrodator som kontrollerar nålarna individuelt såväl i cylinder som ribbskiva vilket bl a gör det möjligt att välja alla kombinationer av masktransfereringar mellan cylinder och ribbskiva.,Fler mönstringsmöjligheter.,0,9,not forest
9593001,18210,,"Mikroporöst material, en polyuretanbelagd väv, som är både vattentät och vattenånggenomsläpplig och kan användas till golf, vandrar- och cykelställ.",vattentäthet; tvättbart; minskad nödvändig tryckskillnad för vattenånga mellan in- och utsida,9,9,not forest
9595001,18210,,"Golvmonterat produktionslinje som innebär effektivitetsökning, snabba genomloppstider samt möjlighet till att producera korta serier utan effektivitetsförluster.",Snabba genomloppstider; möjlighet till arbetsväxling; ökat arbetsinnehåll; ökad grad av självbestämmande för textilarbetarna,501,9,not forest
9600001,17403,Nobic Systems,"System av långsträckta rullbara bärelement för stödelement till utomhusmarkiser till restauranger, stegar för räddningsflottar och utrymning av byggnader samt rullbara bårar.",,9,9,not forest
9602001,20,,Teknik för att pulverlacka värmekänsliga trä- och plastbaserade material. ,,0,"2,0",check article
9608001,20400,Toolvac Technology,Teknik för kylning/temperering av formverktyg.,Lägre processkostnad,"203,0","2,0",check article
9610001,18210,,"Fluorkarbonbehandlad cambricväv för användning i operationsrockar. Fluorkarbonerna har en låg ytspänning vilket gör att vätskor inte väter materialet, samtidigt som materialet har god ånggenomsläpplighet.",Låg ytspänning; hög ånggenomsläpplighet.,0,9,not forest
9614001,18221,,Laserskärmaskin för kostymskärning som styrs med styrdata.,,602,9,not forest
9720001,20101,,System för avskiljning av metallföremål vid pneumatisk flistransport. Systemet fungerar så att en i en transportledning inbyggd spole indikerar metallföremål som passerar. Den ger då en impuls som dels stoppar materialtillförseln till systemet och dels öppnar en ventil som släpper ut det indikerade föremålet ur ledningen.,,0,0,check article
9722001,1410,Gödjord,"Material som kan ersätta matjord i gräsmattor, rabatter, parkanläggningar, idrotsplaner m.m. som är fritt från rotogräs, klumpar och sten. Materialet  består av sand och rötslam. ","Fuktighet, ökad mikrobaktivitet",0,0,"not forest, check article"
9734001,13100,,System för automatisk styrning av förarlösa truckar. Systemet är uppbyggt kring en fast sändare som mäter en i marken nergrävd styrslinga med högfrekvent växelström. Det magnetfält som då alstras uppfattas av två antenner monterade på fordonet. Minskar avståndet till den ena antennen medför detta en starkare signal och fordonet svänger.,Teknologi för automatisk styrning av förarlösa icke spårbundna fordonAutomatisering,602,9,not forest
9740001,2029,Sonoforce,Produkt som genom att låta ljudet från en 'tyfon' aktivera den inblåsta luften undviker valvbildningar hos bulkmaterial och erhåller ett jämnare flöde vid lastning och lossning. ,Kräver mindre utrymme och ger större last.,0,0,check article
9789001,20,,"Ett brandsläckningssystem, en kolsyreanläggning, dimensionerad för att kunna släcka brand i motorrum och hydraulutrymmen. När brand uppstår utlöses en termokontakt som i sin tur utlöser en röd blinksignal i förarhytten. ",Bränder i processorer och andra stora skogsmaskiner medför ofta totalförstörelse och kan orsaka skogsbränder.,"501, 207","9,0",check article
9832001,20,,Ramstyrd hjullastare byggd för hög kapacitet i sten- grus- och timmerhantering som också är den största Volvo tillverkat. Bl.a. med en monetomvandlare som bidrar till att göra lastaren accelerationssnabb.,högre kapacitet,9,9,not forest
9937001,2,Mobeel,Programvara som möjliggör lagring av data som skickas från skogsmaskinförare till mobiltelefoner. Datan skickas till central terminal så fort det finns täckning inom GSM-nätet. ,Utvecklat på uppdrag.,9,"9,0",check article
9948001,1,,"Skräddarsydd datalösning för Svenska Lantmännens logistik av djurfoder. Komponenterna består av Silo on Line, Logicenter, Logibulk och Logiserver. ",Sparar tid.,9,9,not forest
10086001,1,Tryckaren,"Anordning för utgödsling i stall. Tryckaren är patenterad och består av en drivenhet, tryckstation, transportör, gödselskrapor och hydraulcylinder.",,9,9,not forest
