sinno_id,name,description,info,year,use_sector,bioeconomy_vision,innovation_type,article_checked,notes,
7465001,,"Pendeltork. Pendeltorken är också en kammartork i en grundkonstruktion, men den erbjuder mera finesser än andra och den är datastyrd. Namnet pendeltork har den fått av att den betjänar två torkkamrar och att den automatiskt går över när virket i den första är färdigtorkat. Torken programmeras för torkningsgrad beroende på vad virket skall användas till och tiden blir beroende av virkets träslag och tjocklek. Det går lätt att torka i två perioder med torken, en fördel när man ska torka grov björk t ex. När virket är färdigtorkat vandrar pendeltorken över till den bredvidliggande torkkammaren och det sker med hjälp av en travers och fortsätter sitt arbete där. ",,1984,20,2,"601,103",1,,
7467001,Remalog,"Diametermätare. Mäter helt elektroniskt/optiskt med stor egen datorkraft i mätaren. Dessutom har den en unik, pantentskyddad mätprincip med ett mycket finurligt ""strålnät"" i mätområdet, vari stockens alla detaljer fångas upp. ",,1983,20,9;0,"601,602",1,,
7468001,Identic 16,Mekanisk-pneumatisk märkmaskin som används till ID- och kvalitetsmärkning av virke i justerverk o dyl. Stämpelmaskin. ,,1984,20,2;3;0,601,1,,
7471001,,"Motorredskap för tyngre terrängtransporter. Ursprungligen konstruerades redskapet för transport av skjutna älgar. Det har dock visat sig att Älgtrac är ett nyttigt redskap i andra sammanhang. Redskapet kan köras av en person och klarar olika slags terrång. Lastkapaciteten är ca 500 kg, beroende på lastbärare. Älgtrac består av en främre styr- och motorenhet som är försedd med hjul för sturningen. Drivningen sker i den bakre delen via två drivband liknande det som finns på snöskotrar. Hjulen är boggimonterade på samma axel. ",,1984,20,0,9,1,,
7475001,Sawcon KS,"Övervakningssystem för sågar. Övervakar kontinuerligt både blockhöjden och inläggningen i kantsågen. Sågaren får direkt larm vid akuta fel. Han får dessutom på sin terminal uppgifter om långsammare förändringar, typ inläggningsfel dels på exempelvis senast sågade 20 block och dels på hela sågpasset. SSawcon ger dessutom möjlighet att mäta och beräkna till exempel ingående stockvolym, toppdiameter och krok. Det är uppgifter som är mycket intressanta i ett produktionsuppföljningssystem.",,1986,20,2,"601,602,103",1,,
7478001,,"Matarhjul med integrerad kedja som skyddar viket och samtidigt sparar gummihjulet. Skadorna på virket uppstår annars när virket matas genom processorn för att kvistas och kapas. Matarhjulet är då försett med antingen dubbar eller kedjor som river sönder virket. De alternativa matarhjul som finns utan dubbar eller kedjor, slirar istället mycklet lätt och slits ned fort. Med täta däckbyten och kostsamma stillestånd som följd. Med det nya matarhjulet blir förlusterna för skogsbolagen avsevärt minskade.",,1986,29320,2;3;0,"112,204",1,,
7482001,,"Mobil apparat för kontroll av virkeskvalitet. Principen för utrustningen är att luft från en kompressor trycks in i veden via ett munstycke. Luftflöde och tryck registreras. Stort flöde i förhållande till det använda trycket indikerar hög permiabilitet, dvs våtlagringsskadat virke. ",,1987,20,0,0,1,,
7485001,,Övertäckningsanordning för järnvägsvagn. ,,1988,20,9,113,1,,
7489001,Kraftbjörkskivan,Stark spånskiva tillverkad enligt delvis nya principer. ,,1985,36,1,999,1,does not mention an innovation?,
7492001,,"Såg som gör det möjligt att ta tillvara övergrovt virke. Övergrovt virke går idag till massaindustrin för flisning eller blir liggande och ruttnar bort. Idén till den nya bandsågen med horisontellt liggande sågblad, där stocken ligger still och såghuvudet rör sig kommer från Tommy Nordin. Sågen kan skötas av en person. ",,1990,20,2,"103,204",1,,
7495001,Vinkelregelsystemet,"Reglarna, som är rålimmade enligt en ny patenterad metod finns redan monterade i en rad hus. Det blir enklare och billigare att bygga med vinkelreglar. ",,1991,45,2;3,501,1,good example of both bv2 and bv3 because of high integration of production system and conversion and upgrading of resource,
7498001,,Virkestork som drivs med dieselmotor. Praktiskt taget all värme som dieselmotorn alstrar tillvaratas för virkestorkning. ,,1991,20,9,999,1,,
7503001,Tubulator,"Transportör som minimerar problemet med sågspån och flis från transportörer. Tubulatorn reducerar även halten terpen i inomhusluften; något som är speciellt fördelaktigt vid sågning av fura. Principen är en bandtransportör där bandet löper i ett slutet rör. Därigeonom skapas en helt sluten transport. Friktionen mellan band och rör är låg, vilket för att bandhastigheten kan hållas mycket hög. Förutom hög kapacitet uppges den ge lägre driftskostnader och mindre bandslitage, jämfört med en konventionell bandtransportör med samma kapacitet. ",,1992,20,9,"501,213,211",1,,
7505001,Ari Profile,"Såg för sågning av profilering. Från det att stockarna matas in i anläggningen tills det att de är färdiga plankorna sorteras sköts driften av avancerade system som använder ""seende datorer"". Linjen kan arbeta med både fast postning och selektiv sågning. Resultatet är ett maximalt sågutbyte för varje stock och effektivt maskinutnyttjande. Det bidrar aktivt till ökad lönsamhet. Monotona arbetsmoment har eliminerats och operatören kan röra sig fritt. ",,1992,20,2,"103,601,602",1,,
7506001,,"Blockprofileringsmaskin. Maskinen finns i utförande för både sorterat och osorterat timmer. Profileringen kan även utföras osymmetriskt, vilket möjliggör att olika dimensioner kan erhållas på sidobrädorna. ",,1993,20,2,999,1,,
7507001,,Processdator med fuktkvotsmätningsfunktioner. Utrustningen har åtta mätpunkter per kammare. Mätelektroderna placeras på önskat sätt i virket i kammartorken med hjälp av ett speciellt verktyg och anslutes sedan till kopplingsplint. Elektroderna kan placeras spritt i kammaren diagonalt i höjd- djupled eller för kontroll av speciella bitar. ,,1993,20,2,"602,601",1,,
7510001,,Helautomatiskt ströhanteringssystem. ,,1993,20,9,601,1,,
7511001,System 9000,"System för virkestorkning. Systemet består av en industriell PC, helt designad för sågverkens tuffa miljöer. Från central plats styrs och övervakas torkprocesser ute i de upp till 24 torkkammare som kan anslutas till systemet. ",,1994,20,2,"103,204,602",1,,
7516001,Starwood,"Hammarström upptäckte 1986 att en rund strock som mittsågas en gång i vertikalplanet och sedan en gång i horisontalplanet kan vändas ut och in och sålunda limmas till en rätvinklig profil. Slutprodukten erhåller oanade träegenskaper jämfört med traditionellt sågat material. Stående årsring runt om, större måttnoggrannhet, mindre fuktrörelser, mindre sprickbildning, större resestens och mindre åldringseffekt. Segmentsågningssystemet -för traditionellt eller fiberparallellt sågade virkessegment, d v s väl tilltagna bakar som delas i mitten, förses med limytor, vänds ut och in och samlimmas till limträbalkar. Förutom detta finns det två andra sågningssystem som bygger på Hammarströms uppfinning. ",,1995,20,2,"103,161",1,good bv2 example,
7518001,Eco-Card,"Elektroniskt kort av trä för allmänt bruk (bankkort, visitkort, nyckelkort m.m.). Kortet får ett magnetband vilket gör att varje kort ges en egen identitet i form av en siffer- eller streckkod.",,1996,-101,2,114,1,,
7520001,Aqualight,Vattenburen UV-lack som kan appliceras genom ridålackering,,1997,36,9,101;103;501;212;201;,1,,
7525001,Tri@Fönster,Underhållsfritt träfönstersystem av kärnvirke (fura). ,,1998,45,2;3,161,1,"image id 6539 for reason why both bv 2 and 3: uses specific regional wood ""norrländsk senvuxen kärnfura""",
7526001,,Golvskiva. Vid montering av traditionella golvvskivor på golvreglar måste man se till att skarva skivorna på reglarna för att den nödvändiga hållfastheten ska erhållas. Detta innebär i normalfallet att spillet blir på ungefär 6-8 %. Med den nya golvskivan slipper man detta då den kan skarvas med kortsidan mellan reglarna. Hemligheten är ett lite kompaktare material och mera lim och dessutom är både not och fjäder rundade.,,1998,45430,2,"204,103",1,,
7527001,,Spontad väggspånskiva. Skivan tävlar med gipsskivan. Skarven skruvas och dessutom går det att tapetsera utan föregående spackling och fogremsor. ,,1998,45,2,999,1,,
7528001,,"Limmade pelare. Virke av klentimmer sågas i vinklar och limmar ihop med kärnsidan utåt. Metoden ger mindre spill, den fyrkantiga pelaren blir mer motståndskraftig mot röta och ökas dess livslängd. ",,1998,45,2,"161,103,204",1,,
7529001,Dynagrade,"Hållfasthetsorteringsanläggning.  Hållfastheten mäts med resonans. Eftersom trä är ett material med skilda egenskaper beroende på var man mäter är utrustningens starka sida att den sållar och hanterar en stor mängd mätinformation. Dynagrade består av en liten klubba, två mikrofoner, en laserlängdmätare samt en huvudenhet som rymmer den elektronik och datakraft som behövs för hantering av signaler. Den information som tas in och bearbetas är ljudet från när klubban knackar på virkets ändträ, samt bitens längd, som fås från en laserlängdmätare. Resultatet från mätningen utnyttjas sedan i produktionslinjens befintliga styrning för märkning och styrning till olika fack.",,1998,20,2,"602,601",1,,
7530001,Quatrolit TM,Limträ tillverkat med ny metod. ,,1998,36,2,999,1,,
7531001,Primwood,"Patenterad sågmetod kallas stjärnsågning. Den stora skillnaden mot traditionellt sågat virke är att det stjärnsågade virket med stående årsringar får en mer kontrollerbar krympning vid torkning, det behåller i princip sin form utan att slå sig och bli skevt och krokigt. En stjärnsågad stock ger i grundutförande sex trianglar och sex bitar med rektangulära tvärsnitt. Märgen och den juvenila veden tas bort. Vid stjärnsågning får man betydligt längre kvistfria ämnen än i traditionellt sågat virke då kvistarna i varje grenvarv inte träffar samligta virkesstycken. ",,1999,36,2,999,1,,
7532001,Låks Twin,Ramsåg som kan ta fram ner till 8 mm tunna brädor. ,,1999,20,2,999,1,,
7533001,,"Asyningsscanner för trä som bygger på att man utnyttjar små träfibrer som leder ljus. s k trakeider. Genom att trakeiderna leder ljus olika bra beroende på hur träet är beskaffat kan flera skillnader påvisas.   Till exempel leder trakeiderna i trä runt kvistar, sprickor och tjurved ljuset mycket sämre. ÄVen röta, blåträ och kådlåpor detekteras effektivt på det här sättet. Den egenutvecklade kameran är av stor betydelse. Flera nya algoritmer ligger till grund för de lösningar som finns i kamerans avancerade konstruktion.",,2000,20,0,0,0,source does not seem to mention innovation in description,
7535001,Nording-stången,"Patenterat ihålig, ventilerande flaggstång (metoden används även för att bygga båtmaster).  ",,2000,-101,2;3,161,1,,
7537001,Eköbark,Barkpulver för miljövänlig oljesanering. Barkpulvret suger åt sig oljan. Pulvret som sugit upp oljan kan komposteras och efter ca 18 månader går det att använda kompostjorden i planteringar. ,,2001,-100,1;2,"101,207",1,,
7538001,Litto Bullerplank,Bullerplank bestående av standardiserade delar som sammanbinds av en fjäderanordning med endast en skiftnyckel.,,2001,45,2,"213,501",1,,
7539001,,Arbets- eller bostadsmodul för elöverkänsliga. Modulen är utrustad med en särskild elmiljötransformator. ,,2001,-101,9,501,1,not forest,
7540001,WoodEye,"Scanner för trävaror. När trävarorna passerar genom denna granskas de från flera håll samtidigt och av flera sensorer, specialiserade på att se olika egenskaper hos trämaterialiet. Datorer analyserar resultatet och beräknar den optimala användningen av varje trästycke. ",,1987,20,2,"602,601,204,103",1,"mentions  dynagrade -- another swinno innovation --  id 7529001, very extensive coverage",
7541001,Pro Scan,Mätram som arbetar med linjelaser istället för punktlaser. Mätramen mäter 700 punkter per profil. I mättekniken uttnyttjas trakeideffekten. ,,2003,20,2,"601,602",1,,
7542001,Wellboard,Byggskiva. Helt pappersbaserad sandwichkonstruktion med kärna av wellpapp. Pappskikten förseglas med väv och som linfog används ett plastmaterial.,,2003,45,2,"107,114",1,,
7543001,Woodstud,Patenterad halvmassiv träregel. Regeln är uppbyggd av en mittbit och två flänsar. ,,2003,45,2,"103,204",1,,
7545001,Ecoprotect,"Giftfritt medel som ökar träets beständighet ovan jord. Produkten grundas på tallolja. Finessen är att talloljan inte kladdar, vilket den gör i sitt rena tillstånd. ",,2004,20,1;2;3,"101,201,207,112",1,"3 because it explicitly aims to remove fungicides, embedding the process more in nature",
7546001,,Skjutport av limfog. ,,2004,45,2,101,1,,
7547001,TDS-torken,"Timmertork. Istället för en konventionell värmekälla används en speciell typ av lysrör. Ordet lysrör är lite vilseledande för det är inte frågan om gasfyllda glastuber utan om tunna glasrör genom vilka det går en värmspiral. Glaset är behandlat så att det endast släpper igenom strålning med viss våglägd. Till skillnad från mikrovågor relfekteras strålningen på ett sätt som gör att den värmer vatten även i de bitar som ligger mitt i ett virkespaket. Förenklat uttryckt kan man säga att strålningen studsar både på och i träbitarna som värms upp inifrån och ut, ungefär som med mikrovågsteknik. ",,2004,20,9,204,1,,
7548001,,"Modulsystem för trähus av ramverk. Systemet klarar ljudkraven för flerbostadshus, brandkraven för byggnader över tre vångar, vindlaster och övrig statistik i upp till sex våningar.",,2004,45,2,309;0,1,,
7549001,Caliwood,Infärgat trä. Metoden för att färga träet är patenterad i hela världen. Träet pressas i en quintus-press. ,,2004,45,,,2,404 no image found,
7550001,Trojka,"Formstabilt golv. Efter torkning och hyvling klyvs brädorna vid halva tjockleken. De kluvna halvorna limmas sedan med en märgsida uppåt och en märgsida nedåt. Ämnet färdighyvlas sedan med not och spont på långsidorna. Ill sist längdkapas golvbrädan och åndspontas, ",,2004,45,2,161,1,,
7552001,Radio-Frekvens-Analysator (RFA),Fuktkvotsmätare för virkestorkar som arbetar med radiovågor under torkprocessen vilket ger nya möjligheter att förbättra styrningen.   Enkelt utryckt går det ut på att man skickar ut ett spektrum av radiovågor i torken.   Våglängderna ligger mellan 15 och 50 megahertz och effekten är tämligen blygsam. En mottagare tar emot och registrerar signalens styrka. I skillnaden mellan utsänd och mottagen signaleffekt finns information som kan ta om hur mycket vatten det finns kvar i torken. Vet man satsens volym går det att få torksatsens medelfuktkvot.,,2004,20,2;0,602,1,,
7553001,,"Hyvelinmatare med hög kapacitet. Kapaciteten och den måttfulla storleken beror delvis på en modern PLC-styrning och kraftfulla komponenter. Men det som främst särskiljer den nya inmataren är de övre inmatningshjulen som är koniska.   Med koniciteten ökas accelerationen på ett avgörande sätt då virket pressas in mellan inmatningshjulen. Eftersom hjulperiferins hastighet är så mycket större längst in där hjulets vidd är störst, fås en steglös uppväxling som påbörjas redan innan biten skjuter iväg.",,2005,20,2,"103,204,112",1,"mentions woodeye, sinno id 754001",
7556001,Emsizemaskin,Maskin för kartongtillverkning on-demand. Maskinen för kartongtillverkning on-demand kan ge en avsevärt förbättrad paketering hos företag med behov av emballage i varierande format. Det maskinen gör är i princip att den skär och falsar wellpapp som sedan enkelt viks till emballage. Det är möjligt att enstycksproducera alla format. ,,2000,-100,2,601,1,,
7557001,Edge-QI (Quality inspector),Kantavsyningssystem. ,,2005,20,2,"601,602",1,,
7558001,Hole QI,"Visionssystem där en kamera mäter på en laserlinje. Kameran och lasern sveper över arbetsbordet och ur bilden tolkar systemets mjukvara hålens dimension, position och djup. Kan beskrivas som en tresidig mätning.",,2005,20,2,"601,602",1,,
7559001,Hydromat 6000,Hyvel som klarar hastigheter på upp till 600 meter per minut. ,,2006,20,2,"602,601",1,,
7560001,BKB (Bearbetad Kapad Balk),"Färdigbearbetad limträbalk. Tanken med balken är att den ska spara tids-, maskins- och arbetskostnader för kunden. Balken måttbeställs och är vid leverans färdig att sätta upp. ",,2005,45,2,"309,601",1,,
7561001,Airwood,Byggskiva. Sandwichkonstruktion som består av två plywoodskikt med ett antal pappringar i mellan. Att hela skivan är baserad enbart på träråvara i kombination med dess låga vikt gör den miljövänlig.,,2005,36,2,"101,203,207",1,uses only tree based materials,
7562001,,"Luftspaltskiva. Skivans användningsområde är som mellanlägg mellan isolering och yttertak. Den gör läkt och skiva överflödiga då båda funktionerna förenats i produkten. Skivan är styv, tål fukt och andas.",,2005,45,2,999,1,,
7564001,CNC5000,Treaxlig CNC-överfräs. Fräsen konkurrerar främst med priset. ,,2006,36,2,999,1,,
7565001,,"Träfönster som med marginal klarar 45 minuters brandmotstånd och värmestrålning. Det är som första svenska fönster brandklassar EI45 och E45. Fönstret är i grunden ett vanligt standardfönster som brandglasats med en patenterad metod.   Tidigare var man tvugna att förstärka träfönstren med stål- och plåtprofiler för att uppnå samma brandklass, men det behövs alltså inte nu. Förenklat går metoden ut på att lister av ett speciellt material läggs in mellan glas och karm, samt mellan karm och båge om det är öppningsbart. Listen expanderar vid upphettning ända upp till 25 gånger den ursprunglga volymen. På så sätt fyller det ut och täpper igen de ställen där trämaterialet brunnit bort, och hindrar elden att tränga igenom fönstret.",,2006,45,2,501,1,,
7566001,,"Pelletspress för både små- och storskalig produktion. Den liggande konstruktionen gör att tyngdlagen utnyttjas då råvaran faller ner i matrisen och blir helt jämt fördelad. Konstruktionen tar upp krafterna på ett sätt som gör att den blir mycket stabil. Livslängden på matrisen är den dubbla jämfört med andra, detta pga att matrisen har dubbla rader med hål, de är förskjutna och när matrisen blir sliten vänder man bara på den och använder de två andra hålraderna. ",,2006,20101,2,"103,601",1,,
7569001,,"Balk av asp som är starkare, styvare, lättare och billigare än motsvarande balkar i trä eller stål. Balken är patenterad och bygger på en ny produktionsmetod.",,2007,45,2,101,1,,
7575001,,Massigolv i furu med klickfunktion. Golvet passar för renoveringer då det är tunt och har ett smidigt format.,,2007,-101,2;3,999,1,bv3 because need for specific raw material sawing process -- integrated processing,
7576001,,"Lättviktsskiva, tillverkad av papper och kartong som gjorts brandsäker med ett obrännbart papper i ytskiktet.",,2007,22,2,"999,000",1,,
7577001,Imprint,Miljövänlig stol i träfibermatieralet cellupress.,,2005,-101,2,207,1,,
7578001,,System för trapprenovering som är enklare att montera än andra på marknaden. Man skruvar dit listen och skjuter sedan in tillskurna bitar på plats. För fixering och utjämning av ojämnheter kan man använda ett vanligt monteringslim.,,2007,-101,9,999,1,,
7580001,Boboard,Spånskiva,,2007,-101,2,103,1,,
7586001,,Eldrivet automatiskt reningsverk för avloppsvatten avsett för hushåll och mindre industrianläggningar som utnyttjar biologiska mikroprocesser. Mikroorganismer bryter ned de organiska föroreningarna.,,1970,-101,1,"206,212",1,not forest,
7591001,,"Biologiskt reningsverk för mindre hushåll som är inbyggt i en vanlig oljetank av plast. I tanken finns en pump, en fläkt och två syresättare.",,1970,-101,1,"206,212",1,not forest,
7613001,,Tolvspindlig borrautomat. Avsedd för borrning och försänkning av svänghjul med 100-180 mm ytterdiameter. ,,1970,36,9,999,1,not forest,
7617001,Emproboard-maskinen,Utrymmessnål maskin för tillverkning av wellpapp.  Istället för att sammanfoga de olika papperskkikten på konventionellt sätt genom förbehandlad liner och värme klistrar maskinen ihop skikten med en speciell vätska. Kylmomenten blir korta genom att papperet inte behöver förvärmas utan kan hjälpa till med kylningen under frammatningen. Detta medför att maskinen kan byggas mycket kompakt.,,1971,21211,2,162,1,,
7638001,,"Relieftecknare till hjälp för synskadade som kan användas både indiviuellt och vid klassundervisning. Tecknaren består av en låda i vilken ett stift efter impulser från bandspelaren slår upp mot och punkterar ett specialpapper, varigenom eleven kan känna av, läsa, den tecknade figuren, t.ex. en karta.",,1971,-101,9,999,1,not forest social innovation for blind people,
7642001,,"Reningsanläggning för svartlut som använder filter och baseras på en ny metod. Det kvicksilverhaltiga vattnet i fabriken pumpas genom filtret. När detta är mättat, regenererar man det. Lösningen kan därefter åter användas i kemikaliefabrikens process.",,1971,-100,2,"212,206",1,,
7650001,,"Ny typ av pallkrage där det traditionella träet i pallkragar är ersatt med wellpapp, vilket minskar vikten (och därmed transportkostnade). Genom att kragen är hopvikbar vinner man lagerutrymme. ",,1971,60240,2,203,1,,
7651001,,Hörlur som också fungerar som ett hörselskydd och radiosändare samt -mottagare.,,1971,-100,9,501,1,not forest,
7674001,Ecal-torken,"Torkapparatur för torkning av livsmedel, lignin, cellullosa och pappersavfall och en rad avfallsämnen från den kemiska industrin och läkemedelstillverkningen. Apparaturen är baserad på en ny torkningsmetod som tar vara på näringsämnen i avfall. Den nya torkmetoden innebär att det matieral som skall torkas fördelas i ett tunt skikt på ytan av eller mellan kulor av plast med väl definierade exgenskaper. Dessa kulor, tvångsstyr sedan materialet med reeglerbas hastighet neråt genom en mötande luftström som torkar det. I den nedre delen av behållaren går en del av luftströmmen neråt och när materialet avlägsnas från kulorna följer det med torklfuten och avksiljs i en pulvercyklon. De rena kulorna återförs mgenom en central cylinder i behållaren för ett nytt kretslopp. Apparaturen har ett högt utnyttjande av den tillförda varmluften och är mycket kompakt och kräver därför ringa utrymme. Med Ecal-metoden behöver temperaturen hos den torkade produkten inte överstig 40-60 grader vilket är skonsamt mot slutprodukten. Huvudprincipen bakom metoden är att med reglerbar motströms-medströmstorkning åstadkomma en stor avdunstningsyta i en kontinuerlig process, där ytans kontakttid med torkgasen kan regleras och ges lång varaktighet.",,1971,151,2,"206,203",1,,
7679001,Float Wash,Maskin för fiberavskiljning som möjliggör nästan fullständig återvinningsgrad av fibrer och fyllnadsmedel i avfallsvatten från pappers- och cellulosaindustrin. Avskiljningen av de fasta partiklarna (fraktioneringe) sker genom att avloppsvvattnet sprutas genom munstycken mot en horisontell silanordning. ,,1972,211,2,"206,212",1,,
7708001,,Motionscykel med inbyggd trippmätare som visar kaloriförbrukningen under ett träningspass.,,1972,-101,9,9,1,not forest,
7714001,,"Prefabricerade byggelement av betong med fastgjutna träreglar, avsedd för villor, i synnerhet som golvbjälklag. ",,1973,452,2,"101,103",1,,
7718001,Trigger,Larm för äldrevården som bevakar rum genom ultraljud. Om rörelser uteblir träder en liten enhet in funktion ch tänder en lampa samtidigt som den slår på en summerton. ,,1972,853,9,999,1,not forest,
7723001,,Underhållsfria fönster basera på en ny träimpregneringsmetod. ,,1973,-101,2,162,1,,
7735001,,"Slangbrottsventil avsedd för att förhindra olyckor vid brott på hydraulslangar till kranar, laster, lyftbord med mera. Ventilen kan stänga flödet inom 35 millisekunder vilket gör att lasten inte hinnder accelera så mycket att olyckor ska behöva inträffa.",,1974,-100,9,501,1,not forest,
7741001,,Gasrenare med högre tryckfall samt lägre dimensioner och vikt.,,1974,211,9,211,1,not forest,
7751001,,Bullerdämpande skärmar för industrin som syftar till att förbättra arbetsmiljön.,,1975,-100,9,"501,213",1,not forest,
7752001,,Larmsystem för läckor på fjärrvärmerör som bygger på principen att utträngande fukt ökar den elektriska ledningsförmågan i rörisoleringen.,,1974,4533,9,999,1,not forest,
7758001,Kontor 80,"Byggsystem avsedd för kontorsbygge, som har färdiga sektioner och därmed gör konstruktionen snabbare.",,1975,452,2,309,1,,
7764001,,Dubbellagrade formationsviror av plast avsedda för pappersbanor med bättre hållfasthet. Plastviran behöver endast bytas två-tre gånger per år. ,,1971,212,2,161,1,,
7769001,Göteborgsskarven,"Skarv, för skarvning av pålar vid byggen som vilar på lerig grund. Skarven består av ett rör och en pressad och slipad kona som bildar en cylindrisk hulling. När skarven slås ned i träpålen komprimeras den omslutna träcylindern. Skarven ska bättre klara påfrestningar som pålskarvar utsätts för vid slagning.",,1975,28520,9,161,1,,
7781001,Teleskophuset,Transportanpassat hus. Två rektangulärt formade huskroppar är hopskjutna i varandra under transporten.,,1975,4521,9,999,1,"not forest, social innovation for developing countries",
7791001,,"Modalfibrer, ett textilmaterial tillverkade av cellulosa från barr- och lövträd.",,1977,17,2;1,999,1,,
7797001,,System för truckhantering av pappersrullar innebär att rullen hålls fast med gummibeklädda stålband som är rörligt infästade och fjädrande.,,1976,60240,9,204,1,,
7805001,,"System för att lagra flis av granved bestående av en silo, ett in- och utmaningssystem. Systemet baserar sig på en ny, kostnadsbesparande process där granvedens hartsmognad kan påskyndas.",,1976,21113,2,103,1,,
7817001,,"Självgående slingstyrda transportvagnar, som lastar och lossar pappersrullar automatiskt. Vagnarna går själva till en automatisk batteriladdningsstation när de behöver laddning.",,1976,21211,9,"113,601",1,,
7829001,Husplan,Datasystem för kalkylering och produktionsplanering vid trähustillverkning. Systemet registrerar kundorder i en databas som för varje kundorder innehåller 'recept' som anger vilket hus köparen beställt och vilka ändringar som ska göras.,,1976,20301,9,"601,309",1,,
7833001,,"Mottagningssystem för att ta emot oljeförorenat vatten från tankfartyg som utnyttjar att oljan vanligtvis är lättare än vatten. Det förorenade vattnet pumpas in i den första tanken och sedan vidare genom systemet. Oljan strävar hela tiden mot ytan, varifrån den pumpas över i en uppsamlingstank.",,1973,61,9,"212,207,309",1,,
7836001,,"Metod för att genom höggradient magnetfält befria vatten från föroreningar. Metoden kan användas för att rena vatten från en mängd typer av substanser; kaolin (pappersindustrin), matarvatten vid kärnkraftverk, avloppsvatten från järn- och stålindustrin (innehåller ofta järnföroreningar som kan fångas upp i magnetfält). ",,1977,21,9,212,1,,
7845001,,Gummikudde som ersätter brytjärnet vid avverkning och därmed gör skogsarbetarens jobb lättare och säkrare. ,,1977,2,2,501,1,,
7846001,Granshotprocessen,"Granuleringsmetod. Den smälta metallen hälls mot en eldfast sten placerad i mitten av en vattenfylld bassäng, straxs ovanför vattenytan. Metallsmältan slås sönder i små droppar när den träffar stenen. Dropparna stelnar när de kyls ned i vattnet. De kan lätt hämtas upp, antingen med en nedsänkt plåtbehållare eller med en bandtransportör. Granshotprocessen ställer inte krav på dyra anläggningar så som vid konventionell tillverkning av ferrolegeringar. ",,1977,27,9,"103,105,309",1,not forest,
7853001,Inka-reaktorn,Kompostreaktor som gör jordförbättringsmedel av slam och bark. ,,1977,90022,,,2,404 no image found,
7854001,,Vedkamin med hög verkningsgrad avsedd att vara ett komplemet till elvärme i småhus (särskilt vid strömavbrott).,,1977,-101,9,103,1,,
7861001,,Pellets som pressats av pappersavfall i hushållssopor. Pelletsen ska användas till bränsle. En försöksanläggning finns på Värmdön utanför Stockholm. ,,1978,403,2,"206,113",1,,
7862001,Spånskiva V313,Termitsäker spånskiva.,,1978,36,2,161,1,,
7878001,,"Handprotes som styrs direkt av hjärnans signaler. Handen, som framforskats på Chalmers, tillverkas av företaget som en del i det av FOA initierade projektet Sven-handen. Handen kan gripa, rotera ca 179 grader samt böja och sträcka ut handleden. ",,1978,-101,9,501,1,"not forest, social innovation for people witout arms",
7882001,,"Universell, allvinkel-fräsmaskin. Med fräsen kan man utföra horisontell, vertikal och vinkelfräsning på alla sidor av ett arbetsstycke utan att förnya uppspänningen. Vanliga maskiner har ett bord, det här har två; ett vertikalt och ett horisontellt. ",,1978,361,2,602,1,,
7888001,,Svetsfilter. I det nya filtret ersätter torvströ de gamla pappersfiltren. Filtret består av kassetter som renas både gas och stoft. Torvfiltret är billigare än pappersfilter. ,,1978,28,9,211,1,"not forest, replaces forest resource as input material",
7890001,,"Pålningsdyna, När man slår ner en påle i marken måste man lägga en fjärdrande slagdyna  mellan hejaren och pålen. Annars skulle pålen knäckas. Man brukar använda ett mellanlägg av trä och stål. Den nya pålningsdynan har fjädring som består av talllriksfjädrar istället för trä. Test visar att med den nya dynan drivs pålen ner dubbelt så långt på ett slag. ",,1978,452,9,"501,213",1,"not forest, replaces forest resource as input material",
7899001,,"Spontprofil som ska förhindra att virket reser sig när det sväller. Sponten har en liten ""tagg"" som håller isär virket några millimeter. När fukten för att träet sväller demoleras tagen och virket kan expandera utan att resa sig. ",,1978,361,2,161,1,,
7904001,,Asfaltsimpregnerad papp för energisparande husisolering. ,,1978,452,2,203,1,,
7908001,,"Surrningsanordning för containrar på fartyg. Normalt surras containrar med vajer, kätting eller stänger som sträcks med vantskruvar. Nackdelarna med vantskruvar är att de är tunga, tröga och långsamma att justera, gängorna skadas lätt och de kan krökas. Istället för vantskruvar har Orsa Kätting tagit fram ett spännelement som snabbt och enkelt kan grovjusteras och som sedan sträcks med en hydraulisk pump som kopplas till spännelementet. ",,1978,611,9,309,1,not forest,
7909001,Wire-Wood,Byggdelar som består av två parallella ribbor med en sicksack-bockad grov ståltråd emellan som ett fackverk. Finns både som takstol och balk. Ribborna är halverade och sicksack-tråden läggs i urfrästa spår i den ena halvan. Därefter limmas och spikas trähalvorna ihop kring tråden. ,,1978,452,2,103,1,,
7915001,,Balk av konstruktionsboard och kanter av trä.,,1979,452,2,103,1,,
7926001,Loadmaster Computer B 20,Instrument för uträkning av hur lasten på ett fartyg ska fördelas. Instrumentet bygger på en mikrodator med bildskärm och skrivare. Instrumentet är ämnad för ro-ro- och containerfartyg. ,,1979,611,9,999,1,not forest,
7932001,Tubmataren,Tubmatare för hantering av flis i massaindustrin. Innovationen består av en skruvmatare som löper inuti en cylinder. Tack vare att mataren är skyddad så belastas den inte av godset runt omkring. ,,1979,2111,2,161,1,,
7947001,,Kadmiumfria sliversmycken. Metod som ersätter kadmium i silverkedjor. Substitutet är koppar. Kadmium är både miljöfarligt och gör att slivret blir schaskigt. ,,1975,-101,9,"207,501",1,not forest,
